status,gene_symbol,gene_name,ensembl_id,chromosome,genetic_category,gene_score,syndromic,eagle,number_of_reports,dmel_gene_id,dmel_gene_symbol,human_gene_hgnc_id,human_gene_symbol,diopt_score
9,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,ENSG00000163399,1,"Rare Single Gene Mutation, Syndromic",2,1,NA,7,FBgn0002921,Atpalpha,HGNC:799,ATP1A1,13
9,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,ENSG00000105409,19,"Rare Single Gene Mutation, Syndromic, Functional",2,1,NA,20,FBgn0002921,Atpalpha,HGNC:801,ATP1A3,13
9,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,ENSG00000070961,12,Syndromic,3,0,NA,1,FBgn0259214,PMCA,HGNC:814,ATP2B1,13
9,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2",ENSG00000157087,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,11,FBgn0259214,PMCA,HGNC:815,ATP2B2,13
9,ATP6V0A2,ATPase H+ transporting V0 subunit a2,ENSG00000185344,12,Rare Single Gene Mutation,2,0,NA,4,NA,NA,NA,NA,NA
9,ATRX,alpha thalassemia/mental retardation syndrome X-linked,ENSG00000085224,X,"Rare Single Gene Mutation, Syndromic",1,0,NA,28,FBgn0039338,XNP,HGNC:886,ATRX,9
9,AUTS2,autism susceptibility candidate 2,ENSG00000158321,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,0,35.5,53,NA,NA,NA,NA,NA
9,AVPR1A,arginine vasopressin receptor 1A,ENSG00000166148,12,"Rare Single Gene Mutation, Genetic Association",2,0,NA,24,NA,NA,NA,NA,NA
9,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",ENSG00000160862,7,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,BACE1,beta-secretase 1,ENSG00000186318,11,"Rare Single Gene Mutation, Functional",3,0,NA,4,NA,NA,NA,NA,NA
9,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1,ENSG00000006453,7,Rare Single Gene Mutation,3,0,NA,6,FBgn0052082,IRSp53,HGNC:21649,BAIAP2L1,9
9,BAZ2B,bromodomain adjacent to zinc finger domain 2B,ENSG00000123636,2,Rare Single Gene Mutation,1,0,7.35,6,FBgn0033636,tou,HGNC:963,BAZ2B,10
9,BBS4,Bardet-Biedl syndrome 4,ENSG00000140463,15,"Rare Single Gene Mutation, Syndromic",2,0,NA,5,FBgn0033578,BBS4,HGNC:969,BBS4,13
9,BCAS1,breast carcinoma amplified sequence 1,ENSG00000064787,20,Rare Single Gene Mutation,2,0,NA,5,NA,NA,NA,NA,NA
9,BCKDK,Branched chain ketoacid dehydrogenase kinase,ENSG00000103507,16,Rare Single Gene Mutation,1,0,3.1,6,NA,NA,NA,NA,NA
9,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),ENSG00000119866,2,"Rare Single Gene Mutation, Syndromic, Functional",1,1,9.15,23,FBgn0029939,CG9650,HGNC:13221,BCL11A,9
9,BCORL1,BCL6 corepressor like 1,ENSG00000085185,X,"Rare Single Gene Mutation, Syndromic",NA,1,NA,7,NA,NA,NA,NA,NA
9,BICRA,BRD4 interacting chromatin remodeling complex associated protein,ENSG00000063169,19,Syndromic,2,0,NA,1,NA,NA,NA,NA,NA
9,BIRC6,Baculoviral IAP repeat containing 6,ENSG00000115760,2,Rare Single Gene Mutation,2,0,NA,11,FBgn0266717,Bruce,HGNC:13516,BIRC6,15
9,BRAF,v-raf murine sarcoma viral oncogene homolog B,ENSG00000157764,7,"Rare Single Gene Mutation, Syndromic",1,1,NA,15,FBgn0003079,Raf,HGNC:1097,BRAF,14
9,BRCA2,"breast cancer 2, early onset",ENSG00000139618,13,Rare Single Gene Mutation,2,0,NA,5,NA,NA,NA,NA,NA
9,BRD4,bromodomain containing 4,ENSG00000141867,19,"Rare Single Gene Mutation, Syndromic, Functional",2,0,NA,8,FBgn0004656,fs(1)h,HGNC:13575,BRD4,9
9,BRINP3,BMP/retinoic acid inducible neural specific 3,ENSG00000162670,1,"Rare Single Gene Mutation, Functional",3,0,NA,2,NA,NA,NA,NA,NA
9,BRSK2,BR serine/threonine kinase 2,ENSG00000174672,11,"Rare Single Gene Mutation, Syndromic",1,1,7.7,7,FBgn0036544,sff,HGNC:11405,BRSK2,13
9,BRWD3,bromodomain and WD repeat domain containing 3,ENSG00000165288,X,"Rare Single Gene Mutation, Syndromic",NA,1,NA,8,FBgn0011785,BRWD3,HGNC:17342,BRWD3,11
9,BST1,bone marrow stromal cell antigen 1,ENSG00000109743,4,"Genetic Association, Functional",2,0,NA,5,NA,NA,NA,NA,NA
9,BTAF1,"RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)",ENSG00000095564,10,Rare Single Gene Mutation,2,0,NA,7,FBgn0022787,Hel89B,HGNC:17307,BTAF1,9
9,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,ENSG00000166167,10,Rare Single Gene Mutation,2,0,NA,3,FBgn0283468,slmb,HGNC:1144,BTRC,11
9,C12orf57,Chromosome 12 open reading frame 57,ENSG00000111678,12,"Rare Single Gene Mutation, Syndromic",NA,1,NA,11,FBgn0031403,CG15387,HGNC:29521,C12orf57,13
9,C15orf62,chromosome 15 open reading frame 62,ENSG00000188277,15,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,C4B,complement component 4B,ENSG00000224389,6,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,6,NA,NA,NA,NA,NA
9,CA6,carbonic anhydrase VI,ENSG00000131686,1,Rare Single Gene Mutation,2,0,NA,6,NA,NA,NA,NA,NA
9,CACNA1A,"Calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",ENSG00000141837,19,"Rare Single Gene Mutation, Genetic Association, Functional",1,1,NA,28,FBgn0263111,cac,HGNC:1388,CACNA1A,10
9,CACNA1B,calcium voltage-gated channel subunit alpha1 B,ENSG00000148408,9,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,12,FBgn0263111,cac,HGNC:1389,CACNA1B,11
9,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",ENSG00000151067,12,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1,1,NA,55,FBgn0001991,Ca-alpha1D,HGNC:1390,CACNA1C,11
9,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D",ENSG00000157388,3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,NA,25,FBgn0001991,Ca-alpha1D,HGNC:1391,CACNA1D,13
9,CACNA1E,calcium voltage-gated channel subunit alpha1 E,ENSG00000198216,1,Rare Single Gene Mutation,1,0,NA,18,FBgn0263111,cac,HGNC:1392,CACNA1E,10
9,CACNA1F,"calcium channel, voltage-dependent, alpha 1F",ENSG00000102001,X,"Rare Single Gene Mutation, Genetic Association",2,0,NA,9,FBgn0001991,Ca-alpha1D,HGNC:1393,CACNA1F,10
9,CACNA1G,"calcium channel, voltage-dependent, T type, alpha 1G subunit",ENSG00000006283,17,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,NA,23,FBgn0264386,Ca-alpha1T,HGNC:1394,CACNA1G,10
9,CACNA1H,"calcium channel, voltage-dependent, alpha 1H subunit",ENSG00000196557,16,Rare Single Gene Mutation,2,0,NA,31,FBgn0264386,Ca-alpha1T,HGNC:1395,CACNA1H,9
9,CACNA1I,"Calcium channel, voltage-dependent, T type, alpha 1I subunit",ENSG00000100346,22,"Rare Single Gene Mutation, Genetic Association",2,0,NA,9,FBgn0264386,Ca-alpha1T,HGNC:1396,CACNA1I,11
9,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,ENSG00000153956,7,"Rare Single Gene Mutation, Syndromic",2,0,NA,7,NA,NA,NA,NA,NA
9,CACNA2D3,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3",ENSG00000157445,3,"Rare Single Gene Mutation, Functional",1,0,3.75,11,FBgn0028863,CG4587,HGNC:15460,CACNA2D3,11
9,CACNA2D3,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3",ENSG00000157445,3,"Rare Single Gene Mutation, Functional",1,0,3.75,11,FBgn0261041,stj,HGNC:15460,CACNA2D3,15
9,CACNA2D3,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3",ENSG00000157445,3,"Rare Single Gene Mutation, Functional",1,0,3.75,11,FBgn0261999,Ca-Ma2d,HGNC:15460,CACNA2D3,10
9,AVPR1B,arginine vasopressin receptor 1B,ENSG00000198049,1,"Genetic Association, Functional",2,0,NA,8,NA,NA,NA,NA,NA
9,BICDL1,BICD family like cargo adaptor 1,ENSG00000135127,12,Genetic Association,2,0,NA,2,FBgn0052137,CG32137,HGNC:28095,BICDL1,14
9,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,ENSG00000067191,17,Rare Single Gene Mutation,3,0,NA,3,FBgn0259822,Ca-beta,HGNC:1401,CACNB1,10
9,CACNB2,"Calcium channel, voltage-dependent, beta 2 subunit",ENSG00000165995,10,"Rare Single Gene Mutation, Genetic Association",2,0,NA,9,FBgn0259822,Ca-beta,HGNC:1402,CACNB2,10
9,CADM1,cell adhesion molecule 1,ENSG00000182985,11,Rare Single Gene Mutation,2,0,NA,10,NA,NA,NA,NA,NA
9,CADM2,Cell adhesion molecule 2,ENSG00000175161,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,5,NA,NA,NA,NA,NA
9,CADPS,calcium dependent secretion activator,ENSG00000163618,3,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,FBgn0053653,Cadps,HGNC:1426,CADPS,15
9,CADPS2,Ca2+-dependent activator protein for secretion 2,ENSG00000081803,7,"Rare Single Gene Mutation, Functional",2,0,NA,12,FBgn0053653,Cadps,HGNC:16018,CADPS2,9
9,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,ENSG00000070808,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,1,NA,10,FBgn0264607,CaMKII,HGNC:1460,CAMK2A,12
9,CAMK2B,calcium/calmodulin dependent protein kinase II beta,ENSG00000058404,7,"Rare Single Gene Mutation, Syndromic",NA,1,NA,8,FBgn0264607,CaMKII,HGNC:1461,CAMK2B,12
9,CAMK4,calcium/calmodulin dependent protein kinase IV,ENSG00000152495,5,"Rare Single Gene Mutation, Genetic Association",2,0,NA,4,NA,NA,NA,NA,NA
9,CAPN12,Calpain 12,ENSG00000182472,19,Rare Single Gene Mutation,2,0,NA,6,NA,NA,NA,NA,NA
9,CAPRIN1,Cell cycle associated protein 1,ENSG00000135387,11,"Rare Single Gene Mutation, Syndromic, Functional",1,0,5.5,5,FBgn0042134,Capr,HGNC:6743,CAPRIN1,9
9,CARD11,caspase recruitment domain family member 11,ENSG00000198286,7,Rare Single Gene Mutation,2,0,NA,1,NA,NA,NA,NA,NA
9,CASK,calcium/calmodulin dependent serine protein kinase,ENSG00000147044,X,"Rare Single Gene Mutation, Syndromic",1,0,NA,20,FBgn0013759,CASK,HGNC:1497,CASK,13
9,CASKIN1,CASK interacting protein 1,ENSG00000167971,16,"Rare Single Gene Mutation, Functional",2,0,NA,7,NA,NA,NA,NA,NA
9,CASZ1,castor zinc finger 1,ENSG00000130940,1,Rare Single Gene Mutation,1,0,9.55,5,FBgn0004878,cas,HGNC:26002,CASZ1,8
9,CAT,catalase,ENSG00000121691,11,"Rare Single Gene Mutation, Functional",3,0,NA,4,FBgn0032061,CG9314,HGNC:1516,CAT,12
9,CAT,catalase,ENSG00000121691,11,"Rare Single Gene Mutation, Functional",3,0,NA,4,FBgn0000261,Cat,HGNC:1516,CAT,14
9,CC2D1A,Coiled-coil and C2 domain containing 1A,ENSG00000132024,19,"Rare Single Gene Mutation, Functional",2,0,NA,14,FBgn0261983,l(2)gd1,HGNC:30237,CC2D1A,14
9,CCDC88C,Coiled-coil domain containing 88C,ENSG00000015133,14,Rare Single Gene Mutation,2,0,NA,7,FBgn0283724,Girdin,HGNC:19967,CCDC88C,12
9,CCDC91,coiled-coil domain containing 91,ENSG00000123106,12,Rare Single Gene Mutation,2,0,NA,4,NA,NA,NA,NA,NA
9,CCIN,calicin,ENSG00000185972,9,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,CCNG1,cyclin G1,ENSG00000113328,5,Rare Single Gene Mutation,2,0,NA,1,FBgn0039858,CycG,HGNC:1592,CCNG1,10
9,CCNK,cyclin K,ENSG00000090061,14,"Rare Single Gene Mutation, Syndromic",NA,1,NA,4,FBgn0025674,CycK,HGNC:1596,CCNK,12
9,CCSER1,coiled-coil serine rich protein 1,ENSG00000184305,4,Rare Single Gene Mutation,2,0,NA,3,NA,NA,NA,NA,NA
9,CCT4,"Chaperonin containing TCP1, subunit 4 (delta)",ENSG00000115484,2,Rare Single Gene Mutation,2,0,NA,3,FBgn0032444,CCT4,HGNC:1617,CCT4,13
9,CD276,CD276molecule,ENSG00000103855,15,Rare Single Gene Mutation,2,0,NA,2,NA,NA,NA,NA,NA
9,CD38,CD38 molecule,ENSG00000004468,4,"Rare Single Gene Mutation, Genetic Association, Functional",2,0,NA,9,NA,NA,NA,NA,NA
9,CD99L2,CD99 molecule like 2,ENSG00000102181,X,Genetic Association,2,0,NA,1,NA,NA,NA,NA,NA
